FileName,MaxLongestRepeatingCharacterSubject,MinCharacterDiversitySubject,RatioNonAlphaNumToAllSubject,RatioDigitToAllSubject,RatioUpperToAllSubject,RatioUpperLowerSubject,CountCharsSubject,AllCountCapWordSubject,CountCapWordSubject,AllCountDigitWordSubject,SingleCharWordsSubject,WordsMaxCharSubject,AlphaOnlySubject,SingleDigitWordsSubject,AlphaNumericSubject,SingleLetterWordsSubject,MultipartMixedUnique,MultipartAlternativeUnique,TextPlainUnique,X_Mailman_Version,Year,Month,CountOfTo,Day,Hour,Minute,Second,FromGoogle,FromAOL,FromGOV,FromHotmail,FromMIL,FromYahoo,FromExample,ReplayGoogle,ReplayHotmail,ReplayMIL,ReplayYahoo,ToGoogle,ToAOL,ToGOV,ToHotmail,ToMIL,ToYahoo,ToExample,ToMSN,ToLocalhost,ReplayAOL,ReplayGOV,VocabularyRichness,Legomena,Dislegomena,YuleK,Entropy,Sichel,Honore,WordLengthWithoutStopwords,InverseFI_WithoutStopwords,ComplexWordsWithoutStopwords,FISimpleWithoutStopwords,SimpleWordsWithoutStopwords,FKRI_WithoutStopwords,FORCAST_WithoutStopwords,SMOG_WithoutStopWords,FRESWithoutStopwords,FogIndexWithoutStopWords,FogIndex,FRES,SMOG-I,FORCAST,FISimple,InverseFI,SMOG,FKRI,ARI,CLI,SimpleWords,ComplexWords,WordLength,TFISFWithoutStopwords,MaxLongestRepeatingCharacter,MinCharacterDiversity,UniqueHTMLAnchor,RatioNonAlphaNumToAll,RatioDigitToAll,RatioUpperToAll,RatioUpperLower,AvgWordsinSentences,AvgCharinParagraphs,AvgWordsinParagraphs,AvgSentenceinParagraphs,CountofParagraphs,SpamWords,FunctionWords,HTMLAnchor,HTMLNotAnchor,HTMLImage,LongestCapital,CountCapWord,SenBegLower,CountLines,SenBegUpper,AllCountDigitWord,CountSentence,SingleCharWords,HTMLTags,DuplicateWords,CountLowerChars,TFISF,SingleDigitWords,AllCountCapWord,QuestionMark,SingleLetterWords,ExclamationMark,CountUpperChars,Comma,CountWord,SemiColon,Colon,SingleQuote,Period,Space,Tab,Dollar,Ellipsis,WordsMinChar,MultipleExclamationMarks,AlphaOnly,AlphaChars,MultipleQuestionMarks,SpecialChars,WordsMaxChar,CountDigitChars,WordsAVGChar,CountWordLess3Char,CountChars,CountWordLonger6Char,AlphaNumeric,UniqueContentTypesAttachment,CountOfAttachments,Class
TRAIN_00017.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,34,5,88,3.641560095,0.12195122,2291.32776,1.647058824,0.143419573,2,37.56078431,15,5.795294118,18.5,7.472135955,61.74215686,6.97254902,7.171929825,87.11517544,7.786337801,16.7,39.80350877,0.139432485,7.472135955,3.605263158,16.89727273,-15.47101435,33,2,1.263157895,27,2,1.320469248,0,0.4,0.5,0.6,0.2,13.33333333,43,10,1.25,4,0,19,0,1,0,3,1,37,10,1,0,3,6,1,5,168,47,0,0,0,2,0,2,1,42,0,0,0,3,37,0,0,0,1,0,38,170,0,49,9,2,3.64,14,230,5,2,0,0,ham
TRAIN_00018.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735294118,65,5,128.7966167,4.105924223,0.066666667,3468.72961,2.8,0.063559322,10,34.4,24,19.322,17.6,10.74596669,-36.135,15.73333333,11.57754386,33.48505263,11.20094326,15.4,36.84070175,0.086374106,10.74596669,10.56291228,38.35891304,-15.27615286,46,10,1.912280702,120,3,1.201363134,0,0.5,1,1,1,11.8,22,4.833333333,1.083333333,12,2,26,0,1,0,3,18,43,17,18,2,5,29,1,6,337,166,0,2,0,2,0,21,6,71,1,11,3,9,62,2,0,0,1,0,57,358,0,123,11,26,4.098039216,26,539,19,0,0,0,ham
TRAIN_00019.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966666667,28,1,22.22222222,3.35498757,0.034482759,9863.472407,4.230769231,0.050603348,6,32.06923077,10,35.30807692,19,9.708203932,-154.3868269,19.76153846,14.53157895,-69.59677632,10.1185567,18.4,35.58421053,0.068815647,9.708203932,23.85421053,68.8825,-14.94557895,16,6,3.210526316,24,2,1.145311753,0,0.138888889,0.397727273,1,1,4.75,19.8,3.8,1.4,5,0,5,0,1,0,11,7,15,12,7,0,4,7,1,2,174,30,0,2,2,2,0,24,1,22,0,2,0,9,19,0,0,0,1,0,19,198,0,45,11,35,8.333333333,7,300,12,1,0,0,ham
TRAIN_00020.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826666667,54,6,78.22222222,4.025353005,0.096774194,3346.053288,3.130434783,0.097761405,5,38.05507246,21,22.71413043,17.9,8,-61.89061594,10.22898551,7.304761905,37.22595238,8.3369,14.7,41.59047619,0.136897001,8,10.19071429,26.53194969,-15.31900943,53,5,1.892857143,78,3,1.146306742,0,0.5,1,1,1,9.833333333,29.25,7.375,1.5,8,2,30,0,1,0,11,13,46,16,13,1,6,12,1,7,308,135,0,5,1,4,0,36,2,63,0,2,1,18,67,0,0,1,1,0,56,344,0,105,11,11,5.04,30,490,12,3,0,0,ham
TRAIN_00023.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436302142,249,68,94.66565154,5.362337322,0.175710594,1903.547832,1.662613982,0.141737033,35,38.4231003,293,6.460121581,-9.3,7.726565934,59.07285714,7.055319149,8.154221595,80.91671746,8.325792426,-39.9,40.43087866,0.122635863,7.989350361,4.85304801,19.65008667,-15.44924382,599,39,1.311239193,1391,9,1.135290816,0,0.5,1,1,3,15.31914894,43.54411765,10.57352941,1.470588235,68,12,346,0,1,0,11,105,622,94,105,12,47,138,1,114,2953,2163,10,47,2,37,0,218,20,781,2,16,20,74,723,0,0,1,1,0,694,3171,0,922,18,135,3.845546787,354,4414,121,24,0,0,ham
TRAIN_00025.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,22,5,130.6122449,3.263139242,0.178571429,1659.162429,2.333333333,0.054744526,5,28.26666667,8,12.98333333,19.2,10.07106781,5.375,18.26666667,13.51111111,45.645,10.49702373,18.7,31.28888889,0.074013158,10.07106781,7.733333333,43.77820513,-15.29990769,13,5,1.833333333,28,2,1.189125768,0,0.4,1,1,0.333333333,7.333333333,30,7.333333333,1.666666667,3,0,7,0,1,0,3,6,14,9,6,4,3,13,1,1,106,34,3,1,0,3,0,7,0,28,0,2,0,5,20,0,0,0,1,0,18,113,0,40,8,13,4.4,10,174,8,0,0,0,ham
TRAIN_00026.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566210046,274,52,58.89044108,5.518815652,0.139784946,2462.671893,1.933110368,0.071307331,74,33.42179679,219,10.16587475,-1.9,11.74938421,32.82886288,14.02380348,13.28728941,55.62494802,12.61025511,-17.8,38.06899419,0.075259895,12.09717652,8.236067818,31.87573344,-15.36367781,378,80,1.588357588,1126,10,1.231536753,0,0.5,1,1,4,18.24137931,27.88043478,5.75,1.108695652,92,16,173,0,1,0,8,188,318,282,188,36,29,125,1,87,2315,1526,8,32,2,25,3,299,21,564,1,7,8,35,557,9,13,1,1,0,481,2614,0,722,14,138,4.293759513,196,3755,148,17,0,0,ham
TRAIN_00028.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736842105,46,4,128.1163435,3.869887825,0.071428571,2425.210671,2.92,0.057377049,10,33.42857143,20,19.98028571,18,9.546536707,-43.822,17.42857143,11.46031746,31.11,9.949937785,16.3,35.46031746,0.087257618,9.546536707,10.07142857,37.73285714,-15.27584,37,10,2,94,3,1.215859412,0,0.5,0,1,1,6.428571429,21.11111111,5,1.111111111,9,0,18,0,1,0,3,16,34,16,16,0,7,19,1,4,260,130,0,2,0,2,0,18,4,55,0,3,4,11,108,0,0,0,1,0,45,278,0,151,12,0,4.026315789,26,444,12,0,0,0,ham
TRAIN_00029.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633484163,104,23,95.41164186,4.669225107,0.164285714,2099.285495,3.227272727,0.063190721,23,32.18874459,50,23.88467532,15,10.0203785,-70.97727273,15.82510823,11.01804511,16.54287594,10.60164064,9,36.88270677,0.090760202,10.17137166,12.6712782,45.27002597,-15.18954641,110,24,2.135338346,325,6,1.130115783,0,0.5,0.8,1,2,9.714285714,20.06666667,4.533333333,1.2,30,2,61,0,1,0,13,46,102,44,46,0,14,49,1,24,832,484,0,12,2,5,0,154,6,158,0,13,3,42,165,0,0,0,1,0,133,986,0,339,11,55,5.126696833,58,1466,40,8,0,0,ham
TRAIN_00030.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253787879,28,12,368.7442608,3.685748293,0.179104478,957.9194613,1.791666667,0.057544757,14,32.37777778,41,10.88166667,15.9,14.83215957,30.9,17.37777778,20.95284553,48.98097561,15.46284243,12.2,41.76585366,0.047726214,14.83215957,10.76300813,53.64538462,-15.31995047,78,14,1.37398374,106,4,1.155802285,0,0.571428571,1,1,1,42.33333333,19.16,5.08,1.08,25,2,9,0,1,0,11,31,98,45,31,4,3,143,1,26,537,137,0,20,1,35,0,77,1,142,0,12,24,21,114,0,8,4,1,0,123,614,0,283,11,43,2.765151515,56,1028,26,1,0,0,ham
TRAIN_00032.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448275862,189,44,110.4057547,5.100694617,0.153846154,1904.211081,2.107692308,0.080346106,48,34.18974359,154,11.28276923,4.6,9.92820323,21.92673077,12.44615385,10.9311828,63.74766129,10.85699502,-18.7,39.49032258,0.091481409,10.41619849,7.20444086,23.92922481,-15.41867993,387,55,1.505376344,757,2,1.239355792,0,0.5,1,1,1,15.73333333,41.29411765,9.235294118,1.274509804,51,6,261,0,1,0,5,61,428,64,61,3,30,134,1,78,2215,1288,0,17,3,18,0,82,22,515,3,10,13,30,558,4,0,0,1,0,465,2297,0,743,13,31,3.807210031,199,3197,107,9,0,0,ham
TRAIN_00034.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811594203,48,4,79.81516488,3.930079469,0.071428571,2963.874553,3.625,0.037147103,15,21.92,12,28.121,18.8,12.48683298,-104.712,26.92,16,7.181,13.0166668,16.5,32,0.0625,12.48683298,13.572,46.93342857,-15.27545371,35,15,2.24,80,3,1.151022016,0,0.5,0.25,1,4,10,29.75,6.125,1.375,8,0,25,0,1,0,11,10,45,15,10,0,5,8,1,7,321,121,0,1,1,1,0,30,2,59,0,2,3,13,50,0,0,0,1,0,50,351,0,86,11,17,5.811594203,24,482,20,0,0,0,ham
TRAIN_00035.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615384615,83,27,117.2912558,4.517520608,0.225,1710.162019,3.163636364,0.056442417,21,34.44444444,44,23.64757576,15.6,11.36660027,-67.01141414,17.71717172,13.77624521,15.80105364,12.64314379,10.3,38.60383142,0.07258872,12.12870929,13.43402299,47.51961054,-15.16393633,97,25,2.103448276,215,6,1.101953182,0,0.5,1,1,3.5,14,23.96153846,4.846153846,1.076923077,26,0,61,0,1,0,11,40,87,41,40,4,9,45,1,28,652,325,0,8,2,2,0,236,7,140,0,6,0,17,122,0,0,0,1,0,116,888,0,229,59,112,5.333333333,59,1309,37,15,0,0,ham
TRAIN_00036.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671641791,36,7,316.3288037,3.516414798,0.155555556,2102.34631,4.8125,0.050933786,7,39.63333333,15,43.1475,18.5,11.36660027,-205.7158333,19.63333333,14.86666667,-100.91,11.84826408,17.8,39.86666667,0.067264574,11.36660027,29.06166667,81.78893939,-14.70111364,22,7,3.541666667,48,3,1.158227294,0,0.5,1,1,0.5,10.66666667,17.85714286,4.571428571,1.285714286,7,0,8,0,1,0,3,15,15,12,15,8,3,16,1,5,304,56,8,1,0,1,1,24,2,58,0,6,1,14,30,0,0,0,1,0,24,328,0,106,11,20,7.328358209,16,465,11,2,0,0,ham
TRAIN_00037.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842105263,28,3,124.6537396,3.382216146,0.09375,2910.068928,1.8,0.090909091,3,35,12,7.99,18.8,9.708203932,46.9425,11,9.937931034,72.51060345,10.1185567,17.5,40.28275862,0.100624566,9.708203932,5.967758621,18.1668,-15.46479724,25,3,1.413793103,20,2,1.320469248,0,0,0,0.333333333,0.5,14.5,45,9.666666667,1,3,0,14,0,1,0,1,6,23,6,6,0,2,10,1,1,129,33,0,0,0,1,0,6,2,29,0,1,0,2,28,0,0,0,1,0,29,135,0,37,9,0,3.552631579,11,177,6,0,0,0,ham
TRAIN_00039.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534351145,143,36,95.30654132,4.963177164,0.171428571,1872.388087,2.286764706,0.062914334,46,28.24757033,88,12.88599744,11.2,10.74596669,7.372966752,15.89462916,11.95994546,56.21555825,11.54488486,-2.1,35.79269808,0.083612421,11.07572853,7.399203151,28.30050167,-15.3989225,221,50,1.630662021,528,6,1.12709671,0,0.5,0.888888889,1,4.666666667,12.60869565,38.83783784,7.837837838,1.324324324,37,2,135,0,1,0,12,43,254,53,43,0,23,77,1,48,1398,848,0,10,4,9,0,149,20,311,0,6,8,32,283,0,0,0,1,0,287,1547,0,429,46,28,4.190839695,120,2108,74,4,0,0,ham
TRAIN_00043.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608695652,103,8,167.0984154,4.443778026,0.063492063,2921.402469,2.267605634,0.070154637,19,35.09929577,56,13.89774648,14.4,11.44097151,5.98743838,14.25422535,12.45211268,58.93987676,11.92583328,9.2,37.52253521,0.080307658,11.44097151,7.790492958,37.47888889,-15.32668086,108,19,1.535211268,201,47,1.200779022,0,0.5,1,1,1,18.375,18.6969697,4.454545455,1.090909091,33,2,70,0,1,0,3,32,120,48,32,3,8,49,1,16,743,307,2,5,1,10,0,40,8,164,0,6,3,23,194,0,0,0,1,0,142,783,0,331,10,35,4.15942029,77,1196,40,3,0,0,ham
TRAIN_00045.eml.eml,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1899,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329166667,445,110,78.90517833,5.692761512,0.154711674,2052.240958,2.068313953,0.073946505,164,35.03491743,534,11.83436552,-33.4,11.44419018,21.73505982,13.52328952,14.36083567,59.81868069,12.4507756,-125.8,43.4310011,0.069633831,11.94427191,9.559939731,25.57472356,-15.43564885,1458,184,1.432972048,2654,47,1.182787635,0,0.666666667,1,1,1,25.46376812,36.69082126,8.463768116,1.09178744,207,31,1031,0,5,0,5,230,1562,266,230,3,69,308,5,230,7893,4369,0,56,11,73,6,285,49,1848,3,14,74,145,1917,0,2,22,1,0,1753,8178,1,2537,13,35,3.937037037,773,11280,313,2,0,0,ham
