FileName,MaxLongestRepeatingCharacterSubject,MinCharacterDiversitySubject,RatioNonAlphaNumToAllSubject,RatioDigitToAllSubject,RatioUpperToAllSubject,RatioUpperLowerSubject,CountCharsSubject,AllCountCapWordSubject,CountCapWordSubject,AllCountDigitWordSubject,SingleCharWordsSubject,WordsMaxCharSubject,AlphaOnlySubject,SingleDigitWordsSubject,AlphaNumericSubject,SingleLetterWordsSubject,MultipartMixedUnique,MultipartAlternativeUnique,TextPlainUnique,X_Mailman_Version,Year,Month,CountOfTo,Day,Hour,Minute,Second,FromGoogle,FromAOL,FromGOV,FromHotmail,FromMIL,FromYahoo,FromExample,ReplayGoogle,ReplayHotmail,ReplayMIL,ReplayYahoo,ToGoogle,ToAOL,ToGOV,ToHotmail,ToMIL,ToYahoo,ToExample,ToMSN,ToLocalhost,ReplayAOL,ReplayGOV,VocabularyRichness,Legomena,Dislegomena,YuleK,Entropy,Sichel,Honore,WordLengthWithoutStopwords,InverseFI_WithoutStopwords,ComplexWordsWithoutStopwords,FISimpleWithoutStopwords,SimpleWordsWithoutStopwords,FKRI_WithoutStopwords,FORCAST_WithoutStopwords,SMOG_WithoutStopWords,FRESWithoutStopwords,FogIndexWithoutStopWords,FogIndex,FRES,SMOG-I,FORCAST,FISimple,InverseFI,SMOG,FKRI,ARI,CLI,SimpleWords,ComplexWords,WordLength,TFISFWithoutStopwords,MaxLongestRepeatingCharacter,MinCharacterDiversity,UniqueHTMLAnchor,RatioNonAlphaNumToAll,RatioDigitToAll,RatioUpperToAll,RatioUpperLower,AvgWordsinSentences,AvgCharinParagraphs,AvgWordsinParagraphs,AvgSentenceinParagraphs,CountofParagraphs,SpamWords,FunctionWords,HTMLAnchor,HTMLNotAnchor,HTMLImage,LongestCapital,CountCapWord,SenBegLower,CountLines,SenBegUpper,AllCountDigitWord,CountSentence,SingleCharWords,HTMLTags,DuplicateWords,CountLowerChars,TFISF,SingleDigitWords,AllCountCapWord,QuestionMark,SingleLetterWords,ExclamationMark,CountUpperChars,Comma,CountWord,SemiColon,Colon,SingleQuote,Period,Space,Tab,Dollar,Ellipsis,WordsMinChar,MultipleExclamationMarks,AlphaOnly,AlphaChars,MultipleQuestionMarks,SpecialChars,WordsMaxChar,CountDigitChars,WordsAVGChar,CountWordLess3Char,CountChars,CountWordLonger6Char,AlphaNumeric,UniqueContentTypesAttachment,CountOfAttachments,Class
00011.eml,2,1.345900193,0.4,0,0.6,0.666666667,47,0,3,0,2,11,6,0,0,0,0,0,1,2.0.9-sf.net,2002,8,1,4,19,55,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,57,5,32.65306122,4.102390832,0.079365079,4460.920004,3.75,0.065559441,8,36.92,21,30.298,17.9,9.92820323,-115.287,15.25333333,10.50666667,-3.834,10.34801597,15.6,40.50666667,0.095177665,9.92820323,15.867,49.55227273,-15.07168636,44,8,2.375,86,55,1.158141915,0,0.333333333,0.098360656,1,0.5,9.6,19.18181818,4.363636364,1.090909091,11,2,20,0,1,0,4,13,41,21,13,0,5,9,1,4,378,131,0,2,3,1,1,19,2,55,0,4,1,12,47,0,0,0,1,0,48,397,0,199,10,6,6.242857143,18,622,12,3,0,0,ham
00012.eml,1,1.320469248,0.4,0,0.6,1,47,0,6,0,1,7,7,0,0,0,0,0,1,2.0.9-sf.net,2002,8,1,4,20,57,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694915254,98,12,73.41440838,4.616956231,0.097560976,2546.665668,2.191176471,0.1247798,9,39.77882353,63,12.72288235,13.7,8.196152423,14.55947059,8.014117647,8.046567164,57.49519403,8.541486977,7.7,42.07641791,0.124276599,8.196152423,8.139835821,25.04219512,-15.36200235,123,9,1.604477612,198,55,1.158141915,0,0.5,1,1,1,13.6,33.3125,8.4375,1.3125,16,4,69,0,1,0,4,24,117,28,24,2,10,32,1,19,665,310,0,5,3,6,1,31,3,146,0,8,2,14,142,0,0,0,1,0,134,696,0,308,9,22,4.237288136,61,1053,20,4,0,0,ham
00013.eml,1,1.296839555,0.4,0.25,1,1,45,1,4,0,1,8,6,0,2,0,0,0,1,1.1,2002,8,1,4,20,57,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579646018,96,16,111.9899757,4.559429967,0.122137405,2028.828814,1.904109589,0.136919499,8,42.92,73,9.725493151,12.7,7.898979486,38.33782877,7.303561644,8.87572327,69.91536792,8.834646275,5.3,43.34113208,0.112666875,8.477225575,6.989540881,20.01142857,-15.42665681,147,10,1.427672956,233,3,1.215859412,0,0.5,1,1,1,16.2,35.15789474,8.473684211,1.105263158,19,2,79,0,1,0,3,26,148,29,26,2,10,50,1,25,747,365,0,6,0,7,0,27,12,181,0,6,9,18,162,0,0,1,1,0,159,774,0,239,12,23,3.690265487,78,1064,34,8,0,0,ham
00014.eml,1,1.348006155,0,0,0.5,1,24,0,4,0,1,9,4,0,0,0,0,0,0,2.0.1,2002,8,2,4,21,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492668622,115,25,221.1883283,4.559332605,0.148809524,1848.59671,1.774509804,0.098318939,19,36.05333333,85,7.559215686,11.5,9.164414003,49.80947059,10.17098039,10.0124031,72.27271318,10.19587017,1.7,39.77984496,0.099876123,9.782329983,5.907534884,26.0047541,-15.38503997,183,23,1.418604651,379,3,1.179423797,0,0.5,1,1,1,14.93333333,31.44827586,7.724137931,1.275862069,29,7,112,0,7,0,4,55,167,42,55,9,15,103,7,42,931,649,0,17,1,20,0,84,19,254,0,15,9,36,325,2,0,4,1,0,215,1015,0,477,13,73,3.384164223,111,1606,38,0,1,1,ham
00015.eml,1,1.414213562,0,0,0.333333333,0.5,17,0,1,0,0,4,4,0,0,0,0,0,1,2.0.11,2002,8,1,4,21,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49871134,278,52,87.51594218,5.404935276,0.134366925,2362.529381,2.320699708,0.055464768,120,30.97406963,231,14.44396244,-3.1,13.28991511,0.264245841,18.02946321,15.34188519,44.0590326,14.07559096,-31.4,38.77562013,0.065181038,13.50210063,10.24503898,28.55547723,-15.40957374,514,125,1.689759036,1270,117,1.165848834,0,0.5,1,1,1,19.61764706,48.02898551,9.623188406,1.231884058,69,18,308,0,1,0,3,73,611,90,73,3,34,88,1,98,3436,1932,1,8,0,13,1,86,37,689,0,2,12,37,674,0,0,0,1,0,664,3522,0,1007,14,12,4.557989691,251,4630,188,0,0,0,ham
00016.eml,2,1.348006155,0.4,0,1,3,25,1,3,0,1,6,5,0,0,0,0,0,1,2.0.10,2002,8,1,4,21,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756521739,68,15,69.56521739,4.343333559,0.172413793,2172.679448,2.066666667,0.063380282,11,34.44444444,32,12.95666667,16.8,13.48808848,16.77,15.77777778,16.55384615,43.78346154,14.54739255,13.9,41.68205128,0.060408922,13.95445115,11.40153846,39.23404372,-15.32154199,61,12,1.615384615,76,48,1.232485605,0,0.5,0.8,1,3,26.33333333,23.73333333,5.266666667,1.066666667,15,0,27,0,1,0,3,22,63,25,22,0,3,25,1,12,402,108,0,8,2,7,0,38,6,94,0,5,4,11,76,0,0,0,1,0,78,440,0,176,12,14,4.356521739,36,654,23,1,0,0,ham
00017.eml,4,1.291549665,0.4,0,0.6,1,59,0,7,0,1,10,8,0,0,0,0,0,1,0,2002,8,1,4,21,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651162791,108,16,85.66792861,4.691553078,0.114285714,2349.654137,2.078947368,0.077386771,13,41.34315789,67,14.16757895,13.3,11.83176087,15.52805263,12.92210526,15.84163265,42.90012245,13.0166668,6.8,47.67836735,0.063124807,12.48683298,13.40940136,35.15909091,-15.32481212,132,15,1.585034014,218,69,1.138657634,0,0.4,1,1,3,29.8,30.85714286,7.095238095,1,21,3,67,0,3,0,3,34,123,37,34,2,5,47,3,21,742,322,1,6,0,10,2,57,11,162,0,4,1,21,161,0,0,3,1,0,147,799,0,375,14,6,3.934883721,64,1216,35,3,0,0,ham
00018.eml,1,1.320469248,0.4,0,1,0.5,24,2,4,0,3,7,4,0,0,0,0,0,1,1.1,2002,8,2,4,21,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537142857,52,32,216.8163265,4.209822392,0.340425532,1155.928289,2.587301587,0.06148741,19,36.58095238,51,18.25515873,14.9,12.74679434,-22.70821429,16.26349206,14.61297935,24.5085472,13.5519,10.2,42.22359882,0.068432315,13,13.54460177,31.19329932,-15.33679502,98,20,1.92920354,161,5,1.215859412,0,0.4,1,1,1,19.16666667,27.31578947,6.052631579,1.105263158,19,2,47,0,1,0,4,37,83,31,37,2,6,46,1,29,606,243,0,4,1,7,0,49,0,130,0,12,2,20,135,0,0,2,1,0,113,655,0,230,12,10,4.165714286,46,925,31,0,0,0,ham
00019.eml,4,1.430969081,0.4,0,0.6,0.5,33,0,4,0,1,9,5,0,0,0,0,0,1,0,2002,8,1,4,21,49,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867924528,39,7,49.83980064,3.787196432,0.152173913,2609.048972,3.625,0.052910053,5,43.9,15,33.035,18.5,15.24744871,-116.08,18.9,19.05,-18.63875,15.89598901,17.1,49.05,0.052493438,15.24744871,22.63875,72.16551724,-14.9153444,29,5,2.28125,0,69,1.138657634,0,0.242424242,1,0.75,3,33,14.33333333,3.666666667,1,9,2,13,0,1,0,3,13,25,22,13,1,1,13,1,3,239,0,1,0,0,2,2,31,1,39,0,5,0,9,33,0,0,0,1,0,32,270,0,191,11,5,5.79245283,14,487,7,4,0,0,ham
00020.eml,1,1.320469248,0.4,0,1,0.5,20,1,3,0,2,7,3,0,0,0,0,0,1,1.1,2002,8,1,4,21,49,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77173913,53,16,59.07372401,4.184595924,0.225352113,1783.594383,2.428571429,0.062130178,10,36.66666667,28,16.70714286,17.2,13,-10.46380952,16.0952381,16.10295359,36.60793249,14.06097629,13.1,45.47004219,0.062100409,13.48808848,13.39518987,25.36086957,-15.4280645,69,11,1.696202532,47,3,1.215859412,0,0.4,0,1,0.5,26.33333333,38,8.777777778,1.111111111,9,1,36,0,1,0,4,14,68,15,14,0,3,11,1,17,386,90,0,1,1,6,0,17,0,84,0,3,1,11,73,0,0,2,1,0,79,403,0,100,12,0,4.619565217,35,517,17,0,0,0,ham
00021.eml,4,1.414213562,0.4,0,0.6,1,37,0,5,0,2,9,6,0,0,0,0,0,1,0,2002,8,1,4,22,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803030303,44,8,105.6014692,3.858731837,0.150943396,2467.241126,3.263157895,0.069801616,5,41.69473684,18,26.42526316,18.2,11.66025404,-78.87065789,14.32631579,12.86315789,7.218421053,12.15454496,16.5,44.44210526,0.077741408,11.66025404,16.38763158,58.50828571,-14.99835639,35,5,2.131578947,38,69,1.138657634,0,0.333333333,1,0.75,3,19.5,13.90909091,3.545454545,1,11,2,16,0,1,0,3,16,29,24,16,1,2,19,1,4,261,54,1,0,1,2,2,35,2,46,0,5,1,9,40,0,0,0,1,0,38,296,0,205,11,5,5.060606061,17,529,7,4,0,0,ham
00022.eml,1,1.320469248,0.4,0,1,1,24,1,4,0,3,7,4,0,0,0,0,0,1,1.1,2002,8,1,4,22,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554817276,117,22,103.7516142,4.773261061,0.131736527,1906.174828,1.891891892,0.098355426,20,36.83387387,94,9.178324324,10.6,9.32455532,39.26994595,10.16720721,10.26600823,68.54014815,10.19587017,-1.9,42.52938272,0.097408845,9.782329983,7.099884774,17.03342466,-15.46965175,219,23,1.440329218,392,3,1.215859412,0,0.5,1,1,1,16.33333333,43.91304348,10.56521739,1.217391304,23,6,122,0,1,0,4,42,208,34,42,2,15,51,1,47,1040,645,0,8,0,12,0,59,17,261,0,6,10,18,235,0,0,0,1,0,243,1099,0,301,12,16,3.817275748,118,1449,47,1,0,0,ham
00023.eml,1,1.320469248,0.4,0,1,1,24,1,4,0,3,7,4,0,0,0,0,0,1,1.1,2002,8,1,4,22,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515759312,124,26,132.6754296,4.753775257,0.144444444,1881.987404,1.933884298,0.098816318,22,36.8966456,103,9.592775887,9.7,9.230853024,36.00397667,10.1197861,9.972594095,67.43107505,10.04962244,-3.6,42.30975885,0.100274812,9.642111642,7.094615731,18.36143071,-15.45049905,236,25,1.463601533,442,3,1.192033803,0,0.5,1,1,1,15.47058824,40.25925926,9.666666667,1.185185185,27,6,136,0,1,0,4,49,221,42,49,2,17,79,1,51,1140,710,0,9,1,13,1,69,17,281,0,8,10,23,275,0,0,0,1,0,261,1209,0,380,12,16,3.633237822,127,1646,51,1,0,0,ham
00024.eml,4,1.414213562,0.4,0,0.6,1,37,0,5,0,2,9,6,0,0,0,0,0,1,0,2002,8,1,4,22,59,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658536585,77,20,80.30933968,4.499469472,0.185185185,1776.727659,2.447761194,0.088260091,10,45.36,67,18.51958209,13.3,10.74596669,-13.84659701,11.33014925,12.20952381,25.98857143,11.20094326,10.1,46.11428571,0.081903276,10.74596669,14.38342857,41.23151515,-15.19390949,99,10,1.885714286,202,69,1.138657634,0,0.5,1,1,3,21.6,18.11538462,4.153846154,1,26,3,40,0,1,0,13,54,65,53,54,3,5,27,1,19,581,253,1,3,1,2,5,88,6,129,0,10,3,19,170,0,0,2,1,0,105,669,0,374,13,14,4.536585366,44,1109,26,3,0,0,ham
00025.eml,1,1.320469248,0.4,0,1,1,24,1,4,0,3,7,4,0,0,0,0,0,1,1.1,2002,8,1,5,15,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661375661,93,22,90.70294785,4.596450817,0.176,2047.557428,2.307692308,0.068581477,19,35.5042735,53,13.9374359,14.7,10.95822426,4.273675214,14.58119658,11.93488372,51.94248062,11.63795934,9.2,39.22170543,0.083787997,11.16496581,8.665193798,25.60805556,-15.39574574,108,20,1.658914729,211,3,1.215859412,0,0.666666667,1,1,1,14.88888889,26.77272727,6.136363636,1.136363636,22,2,58,0,1,0,4,32,107,36,32,3,9,41,1,23,650,331,1,3,0,4,0,38,9,149,0,8,3,21,134,0,0,2,1,0,129,688,0,207,12,11,3.925925926,68,941,39,2,0,0,ham
00026.eml,1,1.316074013,0.5,0,1,0.5,34,1,5,0,1,9,6,0,0,0,0,0,1,2.0.11,2002,8,1,5,15,36,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547325103,203,31,88.31648292,5.128668067,0.116541353,2611.954752,2.011235955,0.063751298,50,32.98932584,127,11.23820927,7.3,12.68245837,25.3925632,15.68595506,15.31020408,58.95219388,13.61688505,-11.1,41.53469388,0.065315916,13.0623059,9.148788265,25.21151527,-15.4495283,311,54,1.454081633,616,3,1.248991329,0,0.5,1,1,3,24.6875,29.6,6.583333333,1.1,60,5,164,0,1,0,3,45,354,76,45,3,16,68,1,51,1811,1004,1,12,3,20,0,49,21,426,0,3,9,19,398,0,0,1,1,0,392,1860,0,498,13,5,3.987654321,170,2438,83,0,0,0,ham
00027.eml,2,1.348006155,0.4,0.666666667,1,0.333333333,37,1,3,0,1,6,5,0,0,0,0,0,1,1.1,2002,8,1,5,15,36,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615671642,125,20,86.04366229,4.809475167,0.121212121,2306.282129,1.905660377,0.100035233,19,37.5436478,92,9.288792453,10.8,9.164414003,38.44346541,9.996477987,9.418135861,69.06539021,9.718411199,1.6,40.50818325,0.106178124,9.32455532,6.41864455,17.98050725,-15.46185555,184,20,1.45971564,382,3,1.215859412,0,0.5,1,1,3,14.4,40.72727273,9.772727273,1.227272727,22,1,100,0,1,0,3,49,174,34,49,1,15,50,1,34,917,608,0,14,2,18,0,63,10,234,0,3,7,18,212,0,0,0,1,0,211,980,0,274,12,13,3.895522388,104,1300,43,4,0,0,ham
